-0.075086796,-0.321201687,-0.4608233,-0.391992738,-0.383280711,-0.333097411,-4.049828575,-4.026291112,-3.993786157,-3.871403129,-3.91145447,-0.034417135,0.028611864,-0.151947543,-0.13679606,-0.084847256,0.150219924,0.223313844,0.278556641,0.361451132,0.319894673,0.886807552,0.924948262,0.848402027,0.873719027,0.996587987,-0.686149843,-0.795129463,-0.615191176,-0.74757787,-0.753964416,-0.098261121,-0.229982387,-0.331450068,-0.564220621,-0.756692994,0.020041665,-0.043618076,0.021167905,-0.03536897,-0.027736967,-2.059373139,-1.963160782,-1.949438364,-1.788568318,-1.594337418,0.046117395,0.028004579,0.003119297,0.040030844,-0.129996575
-0.284318386,0.481214228,0.319648483,0.387122157,0.430519228,0.456947461,-2.202147213,-2.189624847,-2.127042196,-2.051352374,-2.187181233,0.019272643,-0.097297538,0.051489766,0.092899553,-0.070899715,0.478146814,0.465372758,0.458075968,0.64302673,0.650367901,-0.308958677,-0.404123984,-0.383811259,-0.398464479,-0.377141461,0.147135769,0.001596967,-0.002409538,-0.067507264,-0.017766868,-0.01619766,0.120412628,0.031547599,0.093605042,0.159781524,-0.651241993,-0.62075244,-0.51689836,-0.432637588,-0.527443049,-0.432613684,-0.634815438,-0.788698214,-0.88561809,-1.094719668,-0.312274542,-0.314541638,-0.381196297,-0.378235186,-0.401742047
-0.231157069,0.495263328,0.4962933,0.512052192,0.329297621,0.418004944,0.924501066,0.932264773,0.749463295,0.92588182,0.797850649,-0.062979364,0.004533699,-0.058005408,0.110132706,-0.058859124,1.329917193,1.335830916,1.392345401,1.622662163,1.560529009,-2.155204318,-2.148426464,-2.160374527,-2.09304997,-2.149513492,-1.023990106,-1.04349645,-1.0701893,-1.082092822,-0.972026681,-1.002540866,-0.796223591,-0.735868269,-0.564601012,-0.476487104,-1.747339915,-1.789358918,-1.853434573,-1.666733465,-1.806438231,0.384223484,0.161274362,0.048446846,-0.17302747,-0.556440538,0.207849576,0.261070073,0.334316441,0.208713226,0.391465239
0.284512798,-0.444127937,-0.415685965,-0.479434708,-0.554151975,-0.441204502,0.787465308,0.667749218,0.843950383,0.846464251,0.742115193,0.18506214,-0.009910398,0.108717671,0.055071037,0.181638913,-1.981908156,-2.020931183,-1.957381859,-2.001378574,-2.021330182,0.615897483,0.748220781,0.73317366,0.571721513,0.574025866,0.27862816,0.20732772,0.415525262,0.327393865,0.52530235,-1.51286366,-1.390012245,-1.381767131,-1.34471908,-1.43945198,1.138621649,1.008388393,1.017419,0.989160294,1.097776297,1.005840492,1.100782239,1.397538849,1.434602322,1.73811159,0.500208387,0.601303298,0.52504454,0.4328433,0.359723196
-0.336728746,0.552995136,0.594571389,0.594534084,0.577079447,0.598342839,1.639163057,1.628776638,1.824909293,1.735955678,1.731302271,-0.031208383,-0.061476541,-0.037182579,-0.043093384,-0.185681629,5.848097989,5.939218819,6.117958734,6.203018423,6.293055514,-0.021468771,0.039281948,-0.002033749,-0.084515258,-0.227500223,-1.509009018,-1.438414701,-1.487492242,-1.412818331,-1.524510888,-0.522387599,-0.249214926,-0.083908063,-0.043116562,0.15702467,-0.524081239,-0.611226406,-0.646854574,-0.591731869,-0.58031008,-1.322492369,-1.30245659,-1.518110165,-1.802398929,-2.015060247,0.163013233,0.163656254,-0.030844394,0.0665111,0.108458769
-0.112845357,0.48697233,0.597001329,0.549205656,0.608267137,0.516642973,1.067502279,1.002880592,1.114730275,1.129213022,1.117501006,0.247437745,0.259035362,0.120583268,0.094577039,0.122139648,2.349049741,2.493485888,2.457736134,2.634737421,2.659914309,-2.026592218,-2.05730578,-2.039613187,-1.970597515,-2.012562079,-0.163473401,-0.256155569,-0.106048821,-0.108307968,-0.101877469,-3.481504769,-3.238168997,-2.836359521,-2.389843099,-2.117351297,-1.241201986,-1.224329347,-1.127325405,-1.098565111,-1.05980021,-0.790402853,-0.85193362,-1.135287721,-1.452850761,-1.748285862,-0.116146439,-0.142446067,-0.189091141,-0.203064059,-0.078218842
-0.028669576,-0.415329011,-0.450430303,-0.379197457,-0.47365874,-0.396338337,-0.879212867,-0.790475007,-0.926938713,-0.764257222,-0.852434492,-0.09562176,-0.015007445,-0.09846407,-0.152921454,-0.138606848,-0.673242166,-0.69932293,-0.638741132,-0.821984455,-0.787103091,-0.727018844,-0.756204716,-0.721748431,-0.706334478,-0.68544977,1.069771459,0.936543163,1.043598881,1.095566258,1.065845417,-0.010684329,-0.126478375,-0.15000746,-0.365989442,-0.346722918,-0.797475848,-0.675546509,-0.868386667,-0.750637728,-0.825568153,0.26290523,0.186647525,0.369068933,0.36892086,0.289106712,-0.226074112,-0.098982675,-0.168636124,-0.237465258,-0.073451338
0.519814967,-0.418512768,-0.482813567,-0.576358644,-0.403507881,-0.402599266,0.72726607,0.796972704,0.693145177,0.748442624,0.681053103,-0.181924569,-0.233417993,-0.074758567,-0.104542808,-0.219861786,-0.950327202,-0.972639798,-1.068813461,-1.03475869,-1.07869368,-1.177100711,-1.088755197,-1.067005751,-1.156103069,-1.052004497,2.297848796,2.265121938,2.268987613,2.310212118,2.171563727,-1.630823124,-1.349955605,-1.20804709,-1.016542117,-0.772911943,-1.766332172,-1.881498148,-1.744523689,-1.701931037,-1.899255813,0.542471218,0.397612695,0.351922631,0.256508119,0.239263054,0.291338387,0.490178688,0.338640932,0.413216284,0.46087992
0.239626143,-0.659559658,-0.5329418,-0.66443563,-0.652692546,-0.614890073,0.396579237,0.270381527,0.401986839,0.302532605,0.450040307,0.118165609,0.146603296,0.255026274,0.22397085,0.167751474,-4.062683373,-4.332253201,-4.454217881,-4.641565235,-4.849327186,1.003599844,0.953206774,0.992952675,1.099578664,0.978044333,2.159001142,2.036552492,2.006766267,1.99919752,1.872397906,2.075570228,1.807364942,1.71484882,1.639723913,1.570644319,0.588770709,0.481784887,0.564436942,0.537853061,0.519113596,0.423294038,0.666560945,0.756590821,0.94196561,1.063344866,-0.215779333,-0.29104881,-0.293335454,-0.359348187,-0.265787465
-0.27166264,0.151544386,0.117871209,0.18141705,0.083588243,0.059821569,-0.631228401,-0.581624425,-0.544613046,-0.459506442,-0.5839454,-0.023126057,-0.069946714,0.001412018,-0.154647055,-0.004827809,3.246077794,3.255365765,3.441079364,3.521201616,3.45495173,0.999076468,1.001244108,1.022926117,1.021732172,1.006904308,-1.679531862,-1.664266438,-1.630173484,-1.55899769,-1.458840165,0.799634196,0.671139726,0.383977415,0.146711067,-0.051095936,1.304552803,1.41955539,1.30743994,1.329588976,1.296804276,2.138422864,2.234047161,2.291888209,2.436170135,2.518390542,0.327998879,0.150737608,0.049494147,0.136343717,0.104170718
